age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39,Private,160120,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,small
33,Private,281685,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,NA
18,Private,96869,12th,8,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,United-States,NA
54,Private,53833,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,large
41,Private,207335,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,NA
53,Private,167065,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,small
18,NA,152641,10th,6,Never-married,NA,Own-child,White,Male,0,0,40,United-States,small
27,Private,209472,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,small
39,State-gov,318918,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,small
59,Private,136413,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,NA
63,Private,161563,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,small
42,Private,201520,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,NA
34,Private,289984,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,30,United-States,small
24,Private,509629,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,small
33,Private,309582,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,7298,0,50,United-States,NA
28,Private,249541,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,small
35,Private,401930,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,42,United-States,large
41,Private,144752,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,NA
67,Private,166591,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,1848,0,99,United-States,NA
49,Federal-gov,125892,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,large
32,Private,339482,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,NA
40,Private,223934,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,17,United-States,large
24,Private,399449,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,small
37,Private,121772,HS-grad,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Hong,small
31,Private,188108,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,4101,0,40,United-States,small
29,Private,197222,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,NA
27,Private,177955,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,Mexico,NA
23,Private,57827,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,small
35,Private,196123,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,NA
40,Private,138975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,small
33,Private,213308,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,Female,0,0,50,United-States,small
67,State-gov,167687,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3456,0,35,United-States,NA
18,Private,186909,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,small
25,Private,211392,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,NA
42,Private,47012,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,NA
51,Self-emp-not-inc,35295,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45,United-States,small
73,Private,247355,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,Canada,small
56,Private,247337,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,large
42,Private,262243,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,NA
52,Self-emp-not-inc,240013,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,small
52,Private,145333,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,small
38,Private,212143,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,NA
18,Private,101173,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United-States,NA
63,Self-emp-inc,165667,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,small
24,Private,79160,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,NA
45,Federal-gov,352094,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,Guatemala,large
34,Local-gov,167999,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,33,United-States,small
41,Private,104892,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,large
43,Private,401623,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,Jamaica,large
63,Private,195338,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,NA
49,Private,256417,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,40,Mexico,NA
18,Private,128086,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,18,United-States,small
39,Self-emp-not-inc,192626,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,NA
18,Private,118983,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,30,United-States,NA
18,NA,28357,Some-college,10,Never-married,NA,Own-child,White,Female,0,0,20,United-States,small
34,Private,122116,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,small
37,Private,82283,5th-6th,3,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,NA,small
46,Federal-gov,35136,11th,7,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,NA
17,NA,112942,10th,6,Never-married,NA,Own-child,White,Male,0,0,40,United-States,small
18,Private,308739,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,NA
52,Local-gov,178983,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,NA
45,Self-emp-not-inc,138962,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,72,NA,small
54,Private,174319,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,small
31,Private,181388,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,45,United-States,NA
61,Self-emp-inc,61040,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,36,United-States,large
35,State-gov,102268,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,NA
48,Local-gov,204629,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,Canada,NA
39,Federal-gov,99146,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,60,United-States,large
59,Private,64102,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,NA
27,Private,106758,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,small
28,Local-gov,84657,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,small
38,Private,249720,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,NA
56,Private,170070,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,large
44,Self-emp-not-inc,70884,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,small
41,Private,325786,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,small
49,Private,118520,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,NA
36,Private,219745,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,NA
57,Self-emp-inc,195835,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,small
72,Self-emp-inc,84587,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,20,Japan,NA
28,Private,129882,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,small
77,Self-emp-not-inc,161552,Preschool,1,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,NA
49,Self-emp-inc,197038,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,large
55,Self-emp-inc,189933,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,small
65,Private,89681,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,small
36,Private,127809,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,30,United-States,small
40,Private,201495,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,45,United-States,small
36,Private,136343,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,large
22,NA,154235,Some-college,10,Married-civ-spouse,NA,Wife,White,Female,3781,0,35,United-States,small
31,Private,500002,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Mexico,small
31,Private,203488,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,NA
41,Private,138975,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,United-States,large
33,Private,243674,HS-grad,9,Separated,Tech-support,Not-in-family,White,Male,0,0,46,United-States,small
21,Private,303187,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,NA
32,NA,161288,9th,5,Married-civ-spouse,NA,Husband,White,Male,0,0,45,United-States,NA
35,Private,187415,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,50,NA,small
26,NA,256141,Some-college,10,Never-married,NA,Own-child,White,Female,0,0,40,United-States,small
41,Private,99373,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,NA
19,Private,258633,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,NA,small
36,Self-emp-not-inc,36270,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1977,65,United-States,large
32,Private,164190,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,small
25,Private,245121,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,NA
52,Self-emp-not-inc,89028,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,small
19,Private,310158,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,small
35,Private,46385,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,90,United-States,large
36,Private,207157,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,small
46,Private,422813,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,large
19,NA,181265,Some-college,10,Never-married,NA,Own-child,White,Female,0,0,30,United-States,small
51,Private,277471,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,NA
48,Private,44142,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,NA
35,Private,189922,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,52,United-States,NA
34,Private,617917,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,NA
84,NA,157778,Some-college,10,Widowed,NA,Not-in-family,White,Female,0,0,6,United-States,NA
19,Private,43285,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,small
68,NA,461484,Some-college,10,Married-civ-spouse,NA,Husband,White,Male,0,1648,10,United-States,NA
54,Self-emp-inc,22743,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,99999,0,70,United-States,NA
53,Private,324568,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,small
49,Private,186982,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,large
22,Private,37932,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,NA
49,Private,61885,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,small
61,Private,243283,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,small
24,Private,153082,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,NA
58,Private,417419,7th-8th,4,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,small
45,Self-emp-not-inc,160962,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,small
62,Private,218009,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,60,United-States,large
59,Local-gov,53304,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,large
23,Private,197387,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,37,Mexico,small
51,Private,230858,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,60,United-States,large
29,Private,199903,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,NA
32,Private,209317,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,NA,small
41,Self-emp-not-inc,143046,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,99999,0,50,United-States,NA
47,Self-emp-inc,119471,7th-8th,4,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,40,NA,small
24,Private,369667,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,NA
30,Private,164190,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,NA,small
29,Local-gov,375655,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,small
24,NA,119156,Bachelors,13,Never-married,NA,Own-child,White,Male,0,0,40,United-States,small
29,Private,148069,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,NA
27,Private,302422,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,small
29,Private,270379,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,small
52,Private,310045,9th,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,30,China,small
20,Private,224059,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,small
20,Private,309580,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,small
70,Private,236055,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,small
43,Private,170721,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,NA
22,Local-gov,175586,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Female,0,0,20,United-States,NA
32,State-gov,59083,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,NA
54,Private,139850,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,large
27,Self-emp-not-inc,131298,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,small
26,Private,18827,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,small
49,Private,172246,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,NA
68,Private,163346,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,32,United-States,small
42,Private,478373,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,NA
30,Private,165115,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,NA
53,Private,137428,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,large
30,Local-gov,154548,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,65,United-States,NA
33,Private,33117,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,small
43,Private,170214,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,large
32,Private,162675,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,Cuba,NA
32,Self-emp-not-inc,176185,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,Japan,NA
35,Private,186934,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,large
